"Statistic Label","Quarter","Sex","UNIT","VALUE"
"Deaths Registered","1992Q4","Male","Number","3968"
"Deaths Registered","1992Q4","Female","Number","3340"
"Deaths Registered","1993Q1","Both sexes","Number","8331"
"Deaths Registered","1993Q1","Male","Number","4378"
"Deaths Registered","1993Q1","Female","Number","3953"
"Deaths Registered","1993Q2","Both sexes","Number","7817"
"Deaths Registered","1993Q2","Male","Number","4128"
"Deaths Registered","1993Q2","Female","Number","3689"
"Deaths Registered","1993Q3","Both sexes","Number","7154"
"Deaths Registered","1993Q3","Male","Number","3775"
"Deaths Registered","1993Q3","Female","Number","3379"
"Deaths Registered","1993Q4","Both sexes","Number","8354"
"Deaths Registered","1993Q4","Male","Number","4501"
"Deaths Registered","1993Q4","Female","Number","3853"
"Deaths Registered","1994Q1","Both sexes","Number","8551"
"Deaths Registered","1994Q1","Male","Number","4426"
"Deaths Registered","1994Q1","Female","Number","4125"
"Deaths Registered","1994Q2","Both sexes","Number","7807"
"Deaths Registered","1994Q2","Male","Number","4132"
"Deaths Registered","1994Q2","Female","Number","3675"
"Deaths Registered","1994Q3","Both sexes","Number","7213"
"Deaths Registered","1994Q3","Male","Number","3835"
"Deaths Registered","1994Q3","Female","Number","3378"
"Deaths Registered","1994Q4","Both sexes","Number","7173"
"Deaths Registered","1994Q4","Male","Number","3826"
"Deaths Registered","1994Q4","Female","Number","3347"
"Deaths Registered","1995Q1","Both sexes","Number","9165"
"Deaths Registered","1995Q1","Male","Number","4814"
"Deaths Registered","1995Q1","Female","Number","4351"
"Deaths Registered","1995Q2","Both sexes","Number","8004"
"Deaths Registered","1995Q2","Male","Number","4248"
"Deaths Registered","1995Q2","Female","Number","3756"
"Deaths Registered","1995Q3","Both sexes","Number","6835"
"Deaths Registered","1995Q3","Male","Number","3611"
"Deaths Registered","1995Q3","Female","Number","3224"
"Deaths Registered","1995Q4","Both sexes","Number","7490"
"Deaths Registered","1995Q4","Male","Number","4008"
"Deaths Registered","1995Q4","Female","Number","3482"
"Deaths Registered","1996Q1","Both sexes","Number","9248"
"Deaths Registered","1996Q1","Male","Number","4847"
"Deaths Registered","1996Q1","Female","Number","4401"
"Deaths Registered","1996Q2","Both sexes","Number","7790"
"Deaths Registered","1996Q2","Male","Number","4034"
"Deaths Registered","1996Q2","Female","Number","3756"
"Deaths Registered","1996Q3","Both sexes","Number","7235"
"Deaths Registered","1996Q3","Male","Number","3789"
"Deaths Registered","1996Q3","Female","Number","3446"
"Deaths Registered","1996Q4","Both sexes","Number","7241"
"Deaths Registered","1996Q4","Male","Number","3843"
"Deaths Registered","1996Q4","Female","Number","3398"
"Deaths Registered","1997Q1","Both sexes","Number","9235"
"Deaths Registered","1997Q1","Male","Number","4781"
"Deaths Registered","1997Q1","Female","Number","4454"
"Deaths Registered","1997Q2","Both sexes","Number","8104"
"Deaths Registered","1997Q2","Male","Number","4181"
"Deaths Registered","1997Q2","Female","Number","3923"
"Deaths Registered","1997Q3","Both sexes","Number","7090"
"Deaths Registered","1997Q3","Male","Number","3700"
"Deaths Registered","1997Q3","Female","Number","3390"
"Deaths Registered","1997Q4","Both sexes","Number","7176"
"Deaths Registered","1997Q4","Male","Number","3799"
"Deaths Registered","1997Q4","Female","Number","3377"
"Deaths Registered","1998Q1","Both sexes","Number","8927"
"Deaths Registered","1998Q1","Male","Number","4686"
"Deaths Registered","1998Q1","Female","Number","4241"
"Deaths Registered","1998Q2","Both sexes","Number","8021"
"Deaths Registered","1998Q2","Male","Number","4148"
"Deaths Registered","1998Q2","Female","Number","3873"
"Deaths Registered","1998Q3","Both sexes","Number","7187"
"Deaths Registered","1998Q3","Male","Number","3785"
"Deaths Registered","1998Q3","Female","Number","3402"
"Deaths Registered","1998Q4","Both sexes","Number","7217"
"Deaths Registered","1998Q4","Male","Number","3864"
"Deaths Registered","1998Q4","Female","Number","3353"
"Deaths Registered","1999Q1","Both sexes","Number","9867"
"Deaths Registered","1999Q1","Male","Number","5035"
"Deaths Registered","1999Q1","Female","Number","4832"
"Deaths Registered","1999Q2","Both sexes","Number","7777"
"Deaths Registered","1999Q2","Male","Number","4033"
"Deaths Registered","1999Q2","Female","Number","3744"
"Deaths Registered","1999Q3","Both sexes","Number","6645"
"Deaths Registered","1999Q3","Male","Number","3562"
"Deaths Registered","1999Q3","Female","Number","3083"
"Deaths Registered","1999Q4","Both sexes","Number","7394"
"Deaths Registered","1999Q4","Male","Number","3850"
"Deaths Registered","1999Q4","Female","Number","3544"
"Deaths Registered","2000Q1","Both sexes","Number","9804"
"Deaths Registered","2000Q1","Male","Number","4875"
"Deaths Registered","2000Q1","Female","Number","4929"
"Deaths Registered","2000Q2","Both sexes","Number","7650"
"Deaths Registered","2000Q2","Male","Number","3955"
"Deaths Registered","2000Q2","Female","Number","3695"
"Deaths Registered","2000Q3","Both sexes","Number","6832"
"Deaths Registered","2000Q3","Male","Number","3558"
"Deaths Registered","2000Q3","Female","Number","3274"
"Deaths Registered","2000Q4","Both sexes","Number","6829"
"Deaths Registered","2000Q4","Male","Number","3542"
"Deaths Registered","2000Q4","Female","Number","3287"
"Deaths Registered","2001Q1","Both sexes","Number","8408"
"Deaths Registered","2001Q1","Male","Number","4290"
"Deaths Registered","2001Q1","Female","Number","4118"
"Deaths Registered","2001Q2","Both sexes","Number","7260"
"Deaths Registered","2001Q2","Male","Number","3714"
"Deaths Registered","2001Q2","Female","Number","3546"
"Deaths Registered","2001Q3","Both sexes","Number","6974"
"Deaths Registered","2001Q3","Male","Number","3656"
"Deaths Registered","2001Q3","Female","Number","3318"
"Deaths Registered","2001Q4","Both sexes","Number","7170"
"Deaths Registered","2001Q4","Male","Number","3748"
"Deaths Registered","2001Q4","Female","Number","3422"
"Deaths Registered","2002Q1","Both sexes","Number","7749"
"Deaths Registered","2002Q1","Male","Number","3941"
"Deaths Registered","2002Q1","Female","Number","3808"
"Deaths Registered","2002Q2","Both sexes","Number","7680"
"Deaths Registered","2002Q2","Male","Number","4019"
"Deaths Registered","2002Q2","Female","Number","3661"
"Deaths Registered","2002Q3","Both sexes","Number","6941"
"Deaths Registered","2002Q3","Male","Number","3660"
"Deaths Registered","2002Q3","Female","Number","3281"
"Deaths Registered","2002Q4","Both sexes","Number","6978"
"Deaths Registered","2002Q4","Male","Number","3597"
"Deaths Registered","2002Q4","Female","Number","3381"
"Deaths Registered","2003Q1","Both sexes","Number","7756"
"Deaths Registered","2003Q1","Male","Number","3931"
"Deaths Registered","2003Q1","Female","Number","3825"
"Deaths Registered","2003Q2","Both sexes","Number","7203"
"Deaths Registered","2003Q2","Male","Number","3695"
"Deaths Registered","2003Q2","Female","Number","3508"
"Deaths Registered","2003Q3","Both sexes","Number","6639"
"Deaths Registered","2003Q3","Male","Number","3475"
"Deaths Registered","2003Q3","Female","Number","3164"
"Deaths Registered","2003Q4","Both sexes","Number","7225"
"Deaths Registered","2003Q4","Male","Number","3634"
"Deaths Registered","2003Q4","Female","Number","3591"
"Deaths Registered","2004Q1","Both sexes","Number","7873"
"Deaths Registered","2004Q1","Male","Number","3953"
"Deaths Registered","2004Q1","Female","Number","3920"
"Deaths Registered","2004Q2","Both sexes","Number","6881"
"Deaths Registered","2004Q2","Male","Number","3495"
"Deaths Registered","2004Q2","Female","Number","3386"
"Deaths Registered","2004Q3","Both sexes","Number","6473"
"Deaths Registered","2004Q3","Male","Number","3324"
"Deaths Registered","2004Q3","Female","Number","3149"
"Deaths Registered","2004Q4","Both sexes","Number","6924"
"Deaths Registered","2004Q4","Male","Number","3712"
"Deaths Registered","2004Q4","Female","Number","3212"
"Deaths Registered","2005Q1","Both sexes","Number","7352"
"Deaths Registered","2005Q1","Male","Number","3661"
"Deaths Registered","2005Q1","Female","Number","3691"
"Deaths Registered","2005Q2","Both sexes","Number","7349"
"Deaths Registered","2005Q2","Male","Number","3737"
"Deaths Registered","2005Q2","Female","Number","3612"
"Deaths Registered","2005Q3","Both sexes","Number","6380"
"Deaths Registered","2005Q3","Male","Number","3215"
"Deaths Registered","2005Q3","Female","Number","3165"
"Deaths Registered","2005Q4","Both sexes","Number","6360"
"Deaths Registered","2005Q4","Male","Number","3291"
"Deaths Registered","2005Q4","Female","Number","3069"
"Deaths Registered","2006Q1","Both sexes","Number","7320"
"Deaths Registered","2006Q1","Male","Number","3643"
"Deaths Registered","2006Q1","Female","Number","3677"
"Deaths Registered","2006Q2","Both sexes","Number","6967"
"Deaths Registered","2006Q2","Male","Number","3635"
"Deaths Registered","2006Q2","Female","Number","3332"
"Deaths Registered","2006Q3","Both sexes","Number","6657"
"Deaths Registered","2006Q3","Male","Number","3417"
"Deaths Registered","2006Q3","Female","Number","3240"
"Deaths Registered","2006Q4","Both sexes","Number","6535"
"Deaths Registered","2006Q4","Male","Number","3416"
"Deaths Registered","2006Q4","Female","Number","3119"
"Deaths Registered","2007Q1","Both sexes","Number","7910"
"Deaths Registered","2007Q1","Male","Number","3953"
"Deaths Registered","2007Q1","Female","Number","3957"
"Deaths Registered","2007Q2","Both sexes","Number","6902"
"Deaths Registered","2007Q2","Male","Number","3493"
"Deaths Registered","2007Q2","Female","Number","3409"
"Deaths Registered","2007Q3","Both sexes","Number","6455"
"Deaths Registered","2007Q3","Male","Number","3325"
"Deaths Registered","2007Q3","Female","Number","3130"
"Deaths Registered","2007Q4","Both sexes","Number","6783"
"Deaths Registered","2007Q4","Male","Number","3528"
"Deaths Registered","2007Q4","Female","Number","3528"
"Deaths Registered","2008Q1","Both sexes","Number","7527"
"Deaths Registered","2008Q1","Male","Number","3715"
"Deaths Registered","2008Q1","Female","Number","3812"
"Deaths Registered","2008Q2","Both sexes","Number","7570"
"Deaths Registered","2008Q2","Male","Number","3842"
"Deaths Registered","2008Q2","Female","Number","3728"
"Deaths Registered","2008Q3","Both sexes","Number","6694"
"Deaths Registered","2008Q3","Male","Number","3467"
"Deaths Registered","2008Q3","Female","Number","3227"
"Deaths Registered","2008Q4","Both sexes","Number","6401"
"Deaths Registered","2008Q4","Male","Number","3389"
"Deaths Registered","2008Q4","Female","Number","3012"
"Deaths Registered","2009Q1","Both sexes","Number","8419"
"Deaths Registered","2009Q1","Male","Number","4326"
"Deaths Registered","2009Q1","Female","Number","4093"
"Deaths Registered","2009Q2","Both sexes","Number","7020"
"Deaths Registered","2009Q2","Male","Number","3647"
"Deaths Registered","2009Q2","Female","Number","3373"
"Deaths Registered","2009Q3","Both sexes","Number","6638"
"Deaths Registered","2009Q3","Male","Number","3505"
"Deaths Registered","2009Q3","Female","Number","3133"
"Deaths Registered","2009Q4","Both sexes","Number","6821"
"Deaths Registered","2009Q4","Male","Number","3566"
"Deaths Registered","2009Q4","Female","Number","3255"
"Deaths Registered","2010Q1","Both sexes","Number","8006"
"Deaths Registered","2010Q1","Male","Number","3997"
"Deaths Registered","2010Q1","Female","Number","4009"
"Deaths Registered","2010Q2","Both sexes","Number","6929"
"Deaths Registered","2010Q2","Male","Number","3613"
"Deaths Registered","2010Q2","Female","Number","3316"
"Deaths Registered","2010Q3","Both sexes","Number","6517"
"Deaths Registered","2010Q3","Male","Number","3357"
"Deaths Registered","2010Q3","Female","Number","3160"
"Deaths Registered","2010Q4","Both sexes","Number","6113"
"Deaths Registered","2010Q4","Male","Number","3093"
"Deaths Registered","2010Q4","Female","Number","3020"
"Deaths Registered","2011Q1","Both sexes","Number","8093"
"Deaths Registered","2011Q1","Male","Number","4100"
"Deaths Registered","2011Q1","Female","Number","3993"
"Deaths Registered","2011Q2","Both sexes","Number","7277"
"Deaths Registered","2011Q2","Male","Number","3717"
"Deaths Registered","2011Q2","Female","Number","3560"
"Deaths Registered","2011Q3","Both sexes","Number","6911"
"Deaths Registered","2011Q3","Male","Number","3575"
"Deaths Registered","2011Q3","Female","Number","3336"
"Deaths Registered","2011Q4","Both sexes","Number","6714"
"Deaths Registered","2011Q4","Male","Number","3397"
"Deaths Registered","2011Q4","Female","Number","3317"
"Deaths Registered","2012Q1","Both sexes","Number","7979"
"Deaths Registered","2012Q1","Male","Number","4005"
"Deaths Registered","2012Q1","Female","Number","3974"
"Deaths Registered","2012Q2","Both sexes","Number","7080"
"Deaths Registered","2012Q2","Male","Number","3586"
"Deaths Registered","2012Q2","Female","Number","3494"
"Deaths Registered","2012Q3","Both sexes","Number","6825"
"Deaths Registered","2012Q3","Male","Number","3589"
"Deaths Registered","2012Q3","Female","Number","3236"
"Deaths Registered","2012Q4","Both sexes","Number","6964"
"Deaths Registered","2012Q4","Male","Number","3598"
"Deaths Registered","2012Q4","Female","Number","3366"
"Deaths Registered","2013Q1","Both sexes","Number","8347"
"Deaths Registered","2013Q1","Male","Number","4140"
"Deaths Registered","2013Q1","Female","Number","4207"
"Deaths Registered","2013Q2","Both sexes","Number","7644"
"Deaths Registered","2013Q2","Male","Number","3916"
"Deaths Registered","2013Q2","Female","Number","3728"
"Deaths Registered","2013Q3","Both sexes","Number","6983"
"Deaths Registered","2013Q3","Male","Number","3514"
"Deaths Registered","2013Q3","Female","Number","3469"
"Deaths Registered","2013Q4","Both sexes","Number","7044"
"Deaths Registered","2013Q4","Male","Number","3641"
"Deaths Registered","2013Q4","Female","Number","3403"
"Deaths Registered","2014Q1","Both sexes","Number","8110"
"Deaths Registered","2014Q1","Male","Number","4046"
"Deaths Registered","2014Q1","Female","Number","4064"
"Deaths Registered","2014Q2","Both sexes","Number","7197"
